id,pred_agree,logit_cosine
0,0.42500001192092896,0.595233142375946
1,0.041999999433755875,0.1557479202747345
2,0.6980000138282776,0.8328336477279663
3,0.5450000166893005,0.6493302583694458
4,1.0,1.0
5,0.6819999814033508,0.8464686870574951
6,0.6880000233650208,0.8352513909339905
7,0.13600000739097595,0.3842231333255768
8,0.8550000190734863,0.9827800393104553
9,0.7020000219345093,0.8328301906585693
10,0.08399999886751175,0.1837920844554901
11,0.3179999887943268,0.6305230259895325
12,0.3310000002384186,0.5251420140266418
13,0.6570000052452087,0.7662070393562317
14,0.8650000095367432,0.9909434914588928
15,0.43299999833106995,0.696902871131897
16,0.6850000023841858,0.8016828894615173
17,0.6819999814033508,0.7344470620155334
18,0.16599999368190765,0.3991263210773468
19,0.7059999704360962,0.8844118714332581
20,0.1080000028014183,0.3631382882595062
21,0.7609999775886536,0.9565767645835876
22,0.7429999709129333,0.9470297694206238
23,0.5569999814033508,0.7878636717796326
24,0.7149999737739563,0.9155791401863098
25,0.7020000219345093,0.8912093043327332
26,0.7179999947547913,0.9002575874328613
27,0.46299999952316284,0.6331616044044495
28,0.7490000128746033,0.9541534185409546
29,0.6899999976158142,0.8895416855812073
30,0.6819999814033508,0.8348612189292908
31,0.6899999976158142,0.820933997631073
32,0.6100000143051147,0.7435982823371887
33,0.5210000276565552,0.6804419159889221
34,0.7210000157356262,0.9271756410598755
35,0.8159999847412109,0.9914384484291077
36,0.414000004529953,0.586679220199585
37,0.5360000133514404,0.6596263647079468
38,0.6869999766349792,0.8357669711112976
39,0.6389999985694885,0.7866595387458801
40,1.0,1.0
41,0.6779999732971191,0.8206687569618225
42,0.699999988079071,0.8382656574249268
43,0.5429999828338623,0.7998907566070557
44,0.5379999876022339,0.6986128091812134
45,0.8429999947547913,0.9958358407020569
46,1.0,1.0
47,0.48399999737739563,0.7498118877410889
48,0.3930000066757202,0.6779424548149109
49,0.47200000286102295,0.6277115345001221
50,0.3930000066757202,0.664554238319397
51,0.3869999945163727,0.5128739476203918
52,0.24400000274181366,0.39854052662849426
53,0.7369999885559082,0.9495535492897034
54,0.8259999752044678,0.9947350025177002
55,0.5059999823570251,0.7706100344657898
56,0.6779999732971191,0.8244982361793518
57,0.7419999837875366,0.9482746720314026
58,0.17499999701976776,0.3862488269805908
59,0.5640000104904175,0.675246000289917
60,0.24400000274181366,0.38505133986473083
61,0.640999972820282,0.7868838906288147
62,0.39899998903274536,0.6647732257843018
63,0.21799999475479126,0.4357301592826843
64,1.0,1.0
65,0.3059999942779541,0.5082753300666809
66,0.6949999928474426,0.8124126195907593
67,0.40799999237060547,0.595062255859375
68,0.6919999718666077,0.8300080895423889
69,0.07800000160932541,0.2531071901321411
70,0.6499999761581421,0.7778640389442444
71,1.0,1.0
72,1.0,1.0
73,0.7210000157356262,0.9132819771766663
74,0.38600000739097595,0.6567540764808655
75,0.6729999780654907,0.7661607265472412
76,0.4790000021457672,0.7656048536300659
77,0.6819999814033508,0.8318801522254944
78,0.8500000238418579,0.9969874024391174
79,0.6309999823570251,0.8307050466537476
80,0.1550000011920929,0.37785273790359497
81,1.0,1.0
82,1.0,1.0
83,1.0,1.0
84,0.24400000274181366,0.38205116987228394
85,0.40299999713897705,0.6886039972305298
86,0.7770000100135803,0.9717316031455994
87,0.257999986410141,0.581367015838623
88,0.6959999799728394,0.7417507767677307
89,0.6930000185966492,0.8364843726158142
90,0.7440000176429749,0.9314400553703308
91,0.734000027179718,0.9499094486236572
92,0.257999986410141,0.5666822791099548
93,0.5659999847412109,0.7253606915473938
94,0.5170000195503235,0.7736565470695496
95,0.21400000154972076,0.4901708662509918
96,0.7509999871253967,0.9544224739074707
97,0.6880000233650208,0.8351461291313171
98,0.3720000088214874,0.5078847408294678
99,0.6940000057220459,0.8284731507301331
100,0.21699999272823334,0.4896323084831238
101,0.7279999852180481,0.9116949439048767
102,0.7250000238418579,0.934461772441864
103,0.08699999749660492,0.2118748128414154
104,0.8510000109672546,0.9960843920707703
105,1.0,1.0
106,0.2240000069141388,0.4126700460910797
